"customer_id","store_id","first_name","last_name","email","address_id","activebool","create_date","last_update","active"
368,1,"Harry","Arce","harry.arce@sakilacustomer.org",373,True,"2006-02-14","2013-05-26 14:49:45.738",0
368,1,"Harry","Arce","harry.arce@sakilacustomer.org",373,True,"2006-02-14","2013-05-26 14:49:45.738",0
368,1,"Harry","Arce","harry.arce@sakilacustomer.org",373,True,"2006-02-14","2013-05-26 14:49:45.738",0
368,1,"Harry","Arce","harry.arce@sakilacustomer.org",373,True,"2006-02-14","2013-05-26 14:49:45.738",0
368,1,"Harry","Arce","harry.arce@sakilacustomer.org",373,True,"2006-02-14","2013-05-26 14:49:45.738",0
368,1,"Harry","Arce","harry.arce@sakilacustomer.org",373,True,"2006-02-14","2013-05-26 14:49:45.738",0
406,1,"Nathan","Runyon","nathan.runyon@sakilacustomer.org",411,True,"2006-02-14","2013-05-26 14:49:45.738",0
406,1,"Nathan","Runyon","nathan.runyon@sakilacustomer.org",411,True,"2006-02-14","2013-05-26 14:49:45.738",0
406,1,"Nathan","Runyon","nathan.runyon@sakilacustomer.org",411,True,"2006-02-14","2013-05-26 14:49:45.738",0
406,1,"Nathan","Runyon","nathan.runyon@sakilacustomer.org",411,True,"2006-02-14","2013-05-26 14:49:45.738",0
406,1,"Nathan","Runyon","nathan.runyon@sakilacustomer.org",411,True,"2006-02-14","2013-05-26 14:49:45.738",0
406,1,"Nathan","Runyon","nathan.runyon@sakilacustomer.org",411,True,"2006-02-14","2013-05-26 14:49:45.738",0
406,1,"Nathan","Runyon","nathan.runyon@sakilacustomer.org",411,True,"2006-02-14","2013-05-26 14:49:45.738",0
446,2,"Theodore","Culp","theodore.culp@sakilacustomer.org",451,True,"2006-02-14","2013-05-26 14:49:45.738",0
446,2,"Theodore","Culp","theodore.culp@sakilacustomer.org",451,True,"2006-02-14","2013-05-26 14:49:45.738",0
446,2,"Theodore","Culp","theodore.culp@sakilacustomer.org",451,True,"2006-02-14","2013-05-26 14:49:45.738",0
446,2,"Theodore","Culp","theodore.culp@sakilacustomer.org",451,True,"2006-02-14","2013-05-26 14:49:45.738",0
446,2,"Theodore","Culp","theodore.culp@sakilacustomer.org",451,True,"2006-02-14","2013-05-26 14:49:45.738",0
446,2,"Theodore","Culp","theodore.culp@sakilacustomer.org",451,True,"2006-02-14","2013-05-26 14:49:45.738",0
482,1,"Maurice","Crawley","maurice.crawley@sakilacustomer.org",487,True,"2006-02-14","2013-05-26 14:49:45.738",0
482,1,"Maurice","Crawley","maurice.crawley@sakilacustomer.org",487,True,"2006-02-14","2013-05-26 14:49:45.738",0
510,2,"Ben","Easter","ben.easter@sakilacustomer.org",515,True,"2006-02-14","2013-05-26 14:49:45.738",0
510,2,"Ben","Easter","ben.easter@sakilacustomer.org",515,True,"2006-02-14","2013-05-26 14:49:45.738",0
510,2,"Ben","Easter","ben.easter@sakilacustomer.org",515,True,"2006-02-14","2013-05-26 14:49:45.738",0
510,2,"Ben","Easter","ben.easter@sakilacustomer.org",515,True,"2006-02-14","2013-05-26 14:49:45.738",0
510,2,"Ben","Easter","ben.easter@sakilacustomer.org",515,True,"2006-02-14","2013-05-26 14:49:45.738",0
510,2,"Ben","Easter","ben.easter@sakilacustomer.org",515,True,"2006-02-14","2013-05-26 14:49:45.738",0
510,2,"Ben","Easter","ben.easter@sakilacustomer.org",515,True,"2006-02-14","2013-05-26 14:49:45.738",0
510,2,"Ben","Easter","ben.easter@sakilacustomer.org",515,True,"2006-02-14","2013-05-26 14:49:45.738",0
534,1,"Christian","Jung","christian.jung@sakilacustomer.org",540,True,"2006-02-14","2013-05-26 14:49:45.738",0
534,1,"Christian","Jung","christian.jung@sakilacustomer.org",540,True,"2006-02-14","2013-05-26 14:49:45.738",0
534,1,"Christian","Jung","christian.jung@sakilacustomer.org",540,True,"2006-02-14","2013-05-26 14:49:45.738",0
534,1,"Christian","Jung","christian.jung@sakilacustomer.org",540,True,"2006-02-14","2013-05-26 14:49:45.738",0
534,1,"Christian","Jung","christian.jung@sakilacustomer.org",540,True,"2006-02-14","2013-05-26 14:49:45.738",0
558,1,"Jimmie","Eggleston","jimmie.eggleston@sakilacustomer.org",564,True,"2006-02-14","2013-05-26 14:49:45.738",0
558,1,"Jimmie","Eggleston","jimmie.eggleston@sakilacustomer.org",564,True,"2006-02-14","2013-05-26 14:49:45.738",0
558,1,"Jimmie","Eggleston","jimmie.eggleston@sakilacustomer.org",564,True,"2006-02-14","2013-05-26 14:49:45.738",0
558,1,"Jimmie","Eggleston","jimmie.eggleston@sakilacustomer.org",564,True,"2006-02-14","2013-05-26 14:49:45.738",0
558,1,"Jimmie","Eggleston","jimmie.eggleston@sakilacustomer.org",564,True,"2006-02-14","2013-05-26 14:49:45.738",0
592,1,"Terrance","Roush","terrance.roush@sakilacustomer.org",598,True,"2006-02-14","2013-05-26 14:49:45.738",0
592,1,"Terrance","Roush","terrance.roush@sakilacustomer.org",598,True,"2006-02-14","2013-05-26 14:49:45.738",0
592,1,"Terrance","Roush","terrance.roush@sakilacustomer.org",598,True,"2006-02-14","2013-05-26 14:49:45.738",0
592,1,"Terrance","Roush","terrance.roush@sakilacustomer.org",598,True,"2006-02-14","2013-05-26 14:49:45.738",0
592,1,"Terrance","Roush","terrance.roush@sakilacustomer.org",598,True,"2006-02-14","2013-05-26 14:49:45.738",0
16,2,"Sandra","Martin","sandra.martin@sakilacustomer.org",20,True,"2006-02-14","2013-05-26 14:49:45.738",0
16,2,"Sandra","Martin","sandra.martin@sakilacustomer.org",20,True,"2006-02-14","2013-05-26 14:49:45.738",0
16,2,"Sandra","Martin","sandra.martin@sakilacustomer.org",20,True,"2006-02-14","2013-05-26 14:49:45.738",0
16,2,"Sandra","Martin","sandra.martin@sakilacustomer.org",20,True,"2006-02-14","2013-05-26 14:49:45.738",0
64,2,"Judith","Cox","judith.cox@sakilacustomer.org",68,True,"2006-02-14","2013-05-26 14:49:45.738",0
64,2,"Judith","Cox","judith.cox@sakilacustomer.org",68,True,"2006-02-14","2013-05-26 14:49:45.738",0
124,1,"Sheila","Wells","sheila.wells@sakilacustomer.org",128,True,"2006-02-14","2013-05-26 14:49:45.738",0
169,2,"Erica","Matthews","erica.matthews@sakilacustomer.org",173,True,"2006-02-14","2013-05-26 14:49:45.738",0
169,2,"Erica","Matthews","erica.matthews@sakilacustomer.org",173,True,"2006-02-14","2013-05-26 14:49:45.738",0
